Course Code,Course Title,CRN,Section Type,Time,Days,Instructor,Method,Semester,Year,Time of Day,Duration of Class (minutes)
CS 594,Special Topics,33792.0,LCD,03:30 PM - 04:45 PM,TR,"DasGupta, B",,Spring,2017,afternoon,75.0
CS 109,C/C ++ Programming for Engineers with MatLab,16592.0,LCD,02:00 PM - 03:40 PM,MW,"Bell, J",,Summer,2017,afternoon,100.0
CS 141,Program Design II,21448.0,LCD,10:00 AM - 12:30 PM,TR,"Lillis, J",,Summer,2017,morning,150.0
CS 151,Mathematical Foundations of Computing,21451.0,LEC,02:00 PM - 04:30 PM,MW,"Retterer-Moore, J",,Summer,2017,afternoon,150.0
CS 251,Data Structures,21814.0,LCD,10:00 AM - 12:30 PM,MW,"Lillis, J",,Summer,2017,morning,150.0
CS 342,Software Design,21817.0,LCD,12:00 PM - 01:40 PM,MWF,"Snyder, P",,Summer,2017,afternoon,100.0
CS 401,Computer Algorithms I,14209.0,LCD,10:00 AM - 11:40 AM,MWF,"Thulin, F",,Summer,2017,morning,100.0
CS 401,Computer Algorithms I,15054.0,LCD,10:00 AM - 11:40 AM,MWF,"Thulin, F",,Summer,2017,morning,100.0
CS 100,Discovering Computer Science,10615.0,LCD,01:00 PM - 01:50 PM,MWF,"Reed, D",,Fall,2017,afternoon,50.0
CS 107,Introduction to Computing and Programming,10634.0,LEC,03:30 PM - 04:45 PM,TR,"Theys, M",,Fall,2017,afternoon,75.0
CS 109,C/C ++ Programming for Engineers with MatLab,36425.0,LCD,04:00 PM - 04:50 PM,MW,"Hummel, J",,Fall,2017,afternoon,50.0
CS 110,MATLAB Programming for Engineers,41425.0,LCD,04:00 PM - 04:50 PM,MW,"Hummel, J",,Fall,2017,afternoon,50.0
CS 111,Program Design I,34656.0,LCD,12:30 PM - 01:45 PM,TR,"Taylor, C",,Fall,2017,afternoon,75.0
CS 111,Program Design I,40304.0,LCD,12:30 PM - 01:45 PM,TR,"Sloan, R",,Fall,2017,afternoon,75.0
CS 141,Program Design II,34657.0,LCD,03:00 PM - 03:50 PM,MWF,"Reed, D",,Fall,2017,afternoon,50.0
CS 151,Mathematical Foundations of Computing,40974.0,LEC,11:00 AM - 11:50 AM,MWF,"Bello-Lander, G",,Fall,2017,morning,50.0
CS 151,Mathematical Foundations of Computing,34858.0,LEC,01:00 PM - 01:50 PM,MWF,"Bello-Lander, G",,Fall,2017,afternoon,50.0
CS 211,Programming Practicum,34861.0,LCD,05:00 PM - 05:50 PM,T,"Troy, P",,Fall,2017,evening,50.0
CS 251,Data Structures,36203.0,LCD,09:00 AM - 09:50 AM,MWF,"Lillis, J",,Fall,2017,morning,50.0
CS 251,Data Structures,40507.0,LCD,12:00 PM - 12:50 PM,MWF,"Lillis, J",,Fall,2017,afternoon,50.0
CS 261,Machine Organization,36391.0,LCD,09:30 AM - 10:45 AM,TR,"Theys, M",,Fall,2017,morning,75.0
CS 261,Machine Organization,41014.0,LCD,02:00 PM - 03:15 PM,TR,"Theys, M",,Fall,2017,afternoon,75.0
CS 301,Languages and Automata,10647.0,LEC,04:00 PM - 05:15 PM,MW,"DasGupta, B",,Fall,2017,afternoon,75.0
CS 341,Programming Language Design and Implementation,36202.0,LCD,01:00 PM - 01:50 PM,MWF,"Hummel, J",,Fall,2017,afternoon,50.0
CS 342,Software Design,37162.0,LCD,11:00 AM - 12:15 PM,TR,"Troy, P; Wei, G",,Fall,2017,morning,75.0
CS 342,Software Design,40973.0,LCD,12:30 PM - 01:45 PM,TR,"Troy, P; Wei, G",,Fall,2017,afternoon,75.0
CS 361,Computer Systems,36535.0,LCD,02:00 PM - 03:15 PM,TR,"Bell, J",,Fall,2017,afternoon,75.0
CS 362,Computer Design,36196.0,LCD,09:30 AM - 10:45 AM,TR,"Taylor, C",,Fall,2017,morning,75.0
CS 377,Communication and Ethical Issues in Computing,36199.0,LCD,12:00 PM - 12:50 PM,MW,"Burton, E",,Fall,2017,afternoon,50.0
CS 377,Communication and Ethical Issues in Computing,38340.0,LCD,01:00 PM - 01:50 PM,MW,"Burton, E",,Fall,2017,afternoon,50.0
CS 377,Communication and Ethical Issues in Computing,39429.0,LCD,02:00 PM - 02:50 PM,MW,"Burton, E",,Fall,2017,afternoon,50.0
CS 377,Communication and Ethical Issues in Computing,41404.0,LCD,04:00 PM - 04:50 PM,MW,"Burton, E",,Fall,2017,afternoon,50.0
CS 385,Operating Systems Concepts and Design,10654.0,LCD,03:30 PM - 04:45 PM,TR,"Eriksson, J",,Fall,2017,afternoon,75.0
CS 401,Computer Algorithms I,35218.0,LCD,12:30 PM - 01:45 PM,TR,"Berger-Wolf, T",,Fall,2017,afternoon,75.0
CS 401,Computer Algorithms I,35219.0,LCD,12:30 PM - 01:45 PM,TR,"Berger-Wolf, T",,Fall,2017,afternoon,75.0
CS 401,Computer Algorithms I,10669.0,LCD,02:00 PM - 02:50 PM,MWF,"Reyzin, L",,Fall,2017,afternoon,50.0
CS 401,Computer Algorithms I,20262.0,LCD,02:00 PM - 02:50 PM,MWF,"Reyzin, L",,Fall,2017,afternoon,50.0
CS 401,Computer Algorithms I,41675.0,LCD,03:00 PM - 04:15 PM,MW,"Sidiropoulos, A",,Fall,2017,afternoon,75.0
CS 401,Computer Algorithms I,41676.0,LCD,03:00 PM - 04:15 PM,MW,"Sidiropoulos, A",,Fall,2017,afternoon,75.0
CS 401,Computer Algorithms I,39067.0,LCD,03:30 PM - 04:45 PM,TR,"Ziebart, B",,Fall,2017,afternoon,75.0
CS 401,Computer Algorithms I,39068.0,LCD,03:30 PM - 04:45 PM,TR,"Ziebart, B",,Fall,2017,afternoon,75.0
CS 411,Artificial Intelligence I,10672.0,LCD,09:00 AM - 09:50 AM,MWF,"Gmytrasiewicz, P",,Fall,2017,morning,50.0
CS 411,Artificial Intelligence I,20266.0,LCD,09:00 AM - 09:50 AM,MWF,"Gmytrasiewicz, P",,Fall,2017,morning,50.0
CS 412,Introduction to Machine Learning,38992.0,LCD,09:30 AM - 10:45 AM,TR,"Zhang, X",,Fall,2017,morning,75.0
CS 412,Introduction to Machine Learning,38993.0,LCD,09:30 AM - 10:45 AM,TR,"Zhang, X",,Fall,2017,morning,75.0
CS 425,Computer Graphics I,38706.0,LCD,12:30 PM - 01:45 PM,TR,"Kenyon, R",,Fall,2017,afternoon,75.0
CS 425,Computer Graphics I,38721.0,LCD,12:30 PM - 01:45 PM,TR,"Kenyon, R",,Fall,2017,afternoon,75.0
CS 426,Video Game Design and Development,41357.0,LCD,04:00 PM - 06:30 PM,R,"Marai, G",,Fall,2017,afternoon,150.0
CS 426,Video Game Design and Development,41358.0,LCD,04:00 PM - 06:30 PM,R,"Marai, G",,Fall,2017,afternoon,150.0
CS 440,Software Engineering I,38984.0,LCD,02:00 PM - 02:50 PM,MWF,"Bell, J",,Fall,2017,afternoon,50.0
CS 440,Software Engineering I,38985.0,LCD,02:00 PM - 02:50 PM,MWF,"Bell, J",,Fall,2017,afternoon,50.0
CS 440,Software Engineering I,41679.0,LCD,04:00 PM - 04:50 PM,MWF,"Bell, J",,Fall,2017,afternoon,50.0
CS 440,Software Engineering I,41680.0,LCD,04:00 PM - 04:50 PM,MWF,"Bell, J",,Fall,2017,afternoon,50.0
CS 441,Engineering Distributed Objects For Cloud Computing,39826.0,LCD,02:00 PM - 03:15 PM,TR,"Grechanik, M",,Fall,2017,afternoon,75.0
CS 441,Engineering Distributed Objects For Cloud Computing,39827.0,LCD,02:00 PM - 03:15 PM,TR,"Grechanik, M",,Fall,2017,afternoon,75.0
CS 450,Introduction to Networking,10677.0,LEC,03:00 PM - 03:50 PM,MWF,"Vamanan, B",,Fall,2017,afternoon,50.0
CS 450,Introduction to Networking,20271.0,LEC,03:00 PM - 03:50 PM,MWF,"Vamanan, B",,Fall,2017,afternoon,50.0
CS 466,Advanced Computer Architecture,28472.0,LCD,11:00 AM - 12:15 PM,TR,"Zhu, Z",,Fall,2017,morning,75.0
CS 466,Advanced Computer Architecture,28473.0,LCD,11:00 AM - 12:15 PM,TR,"Zhu, Z",,Fall,2017,morning,75.0
CS 474,Object-Oriented Languages and Environments,38902.0,LCD,12:30 PM - 01:45 PM,TR,"Grechanik, M",,Fall,2017,afternoon,75.0
CS 474,Object-Oriented Languages and Environments,38903.0,LCD,12:30 PM - 01:45 PM,TR,"Grechanik, M",,Fall,2017,afternoon,75.0
CS 475,Object-Oriented Programming,37360.0,LCD,ARRANGED,,"Trajcevski, G",,Fall,2017,unknown,
CS 478,Software Development for Mobile Platforms,41618.0,LCD,09:30 AM - 10:45 AM,TR,"Buy, U",,Fall,2017,morning,75.0
CS 478,Software Development for Mobile Platforms,41619.0,LCD,09:30 AM - 10:45 AM,TR,"Buy, U",,Fall,2017,morning,75.0
CS 480,Database Systems,41677.0,LCD,05:00 PM - 06:15 PM,MW,"Sistla, A",,Fall,2017,evening,75.0
CS 480,Database Systems,41678.0,LCD,05:00 PM - 06:15 PM,MW,"Sistla, A",,Fall,2017,evening,75.0
CS 480,Database Systems,10682.0,LCD,05:00 PM - 06:15 PM,TR,"Wolfson, O",,Fall,2017,evening,75.0
CS 480,Database Systems,13947.0,LCD,05:00 PM - 06:15 PM,TR,"Wolfson, O",,Fall,2017,evening,75.0
CS 487,Building Secure Computer Systems,28124.0,LCD,01:00 PM - 01:50 PM,MWF,"Checkoway, S",,Fall,2017,afternoon,50.0
CS 487,Building Secure Computer Systems,28125.0,LCD,01:00 PM - 01:50 PM,MWF,"Checkoway, S",,Fall,2017,afternoon,50.0
CS 491,Seminar,39059.0,LCD,ARRANGED,,"Kenyon, R",,Fall,2017,unknown,
CS 491,Seminar,30285.0,LCD,09:00 AM - 11:40 AM,M,"Tsoupikova, D",,Fall,2017,morning,160.0
CS 491,Seminar,30757.0,LCD,09:00 AM - 11:40 AM,M,"Tsoupikova, D",,Fall,2017,morning,160.0
CS 491,Seminar,38956.0,LCD,12:30 PM - 01:45 PM,TR,"Johnson, A",,Fall,2017,afternoon,75.0
CS 491,Seminar,38963.0,LCD,12:30 PM - 01:45 PM,TR,"Johnson, A",,Fall,2017,afternoon,75.0
CS 491,Seminar,26942.0,LCD,02:00 PM - 05:00 PM,R,"Buy, U",,Fall,2017,afternoon,180.0
CS 491,Seminar,27041.0,LCD,02:00 PM - 05:00 PM,R,"Buy, U",,Fall,2017,afternoon,180.0
CS 491,Seminar,41657.0,LCD,03:00 PM - 04:15 PM,MW,"Kanich, C",,Fall,2017,afternoon,75.0
CS 491,Seminar,41667.0,LCD,03:00 PM - 04:15 PM,MW,"Kanich, C",,Fall,2017,afternoon,75.0
CS 499,Professional Development Seminar,32402.0,LCD,ARRANGED,,"Hummel, J",,Fall,2017,unknown,
CS 502,Design and Analysis of Efficient Algorithms in Computational Molecular Biology,41831.0,LCD,03:30 PM - 04:45 PM,TR,"Berger-Wolf, T",,Fall,2017,afternoon,75.0
CS 510,Introduction to Cognitive Science,41406.0,LCD,03:00 PM - 05:50 PM,W,"Ohlsson, S",,Fall,2017,afternoon,170.0
CS 514,Applied Artificial Intelligence,22882.0,LCD,10:00 AM - 10:50 AM,MWF,"Gmytrasiewicz, P",,Fall,2017,morning,50.0
CS 521,Statistical Natural Language Processing,25674.0,LCD,09:30 AM - 10:45 AM,TR,"Di Eugenio, B",,Fall,2017,morning,75.0
CS 522,Human-Computer Interaction,37373.0,LCD,02:00 PM - 03:15 PM,TR,"Chattopadhyay, D",,Fall,2017,afternoon,75.0
CS 527,Computer Animation,41070.0,LCD,04:00 PM - 06:30 PM,W,"Marai, G",,Fall,2017,afternoon,150.0
CS 553,Distributed Computing Systems,39828.0,LCD,02:00 PM - 03:15 PM,TR,"Kshemkalyani, A",,Fall,2017,afternoon,75.0
CS 559,Neural Networks,25622.0,LCD,02:00 PM - 02:50 PM,MWF,"Koyuncu, E",,Fall,2017,afternoon,50.0
CS 565,Physical Design Automation,28478.0,LCD,06:00 PM - 07:15 PM,TR,"Dutt, S",,Fall,2017,evening,75.0
CS 566,Parallel Processing,33741.0,LCD,03:30 PM - 04:45 PM,TR,"Kshemkalyani, A",,Fall,2017,afternoon,75.0
CS 583,Data Mining and Text Mining,30286.0,LCD,03:30 PM - 04:45 PM,TR,"Liu, B",,Fall,2017,afternoon,75.0
CS 584,Advanced Data Mining,33487.0,LEC,09:30 AM - 10:45 AM,TR,"Yu, P",,Fall,2017,morning,75.0
CS 587,Computer Systems Security,38056.0,LCD,06:00 PM - 07:15 PM,MW,"Solworth, J",,Fall,2017,evening,75.0
CS 594,Special Topics,40393.0,LCD,03:00 PM - 04:15 PM,MW,"Zheleva, E",,Fall,2017,afternoon,75.0
CS 100,Discovering Computer Science,17397.0,LCD,03:00 PM - 03:50 PM,MWF,"Reed, D",,Spring,2018,afternoon,50.0
CS 107,Introduction to Computing and Programming,17412.0,LEC,03:30 PM - 04:45 PM,TR,"Theys, M",,Spring,2018,afternoon,75.0
CS 109,C/C ++ Programming for Engineers with MatLab,19466.0,LCD,10:00 AM - 10:50 AM,MW,"Hummel, J",,Spring,2018,morning,50.0
CS 110,MATLAB Programming for Engineers,40117.0,LCD,10:00 AM - 10:50 AM,MW,"Hummel, J",,Spring,2018,morning,50.0
CS 111,Program Design I,34013.0,LCD,09:30 AM - 10:45 AM,TR,"Troy, P",,Spring,2018,morning,75.0
CS 111,Program Design I,40575.0,LCD,09:30 AM - 10:45 AM,TR,"Sloan, R",,Spring,2018,morning,75.0
CS 141,Program Design II,34447.0,LCD,04:00 PM - 05:15 PM,MW,"Reed, D",,Spring,2018,afternoon,75.0
CS 141,Program Design II,40571.0,LCD,01:00 PM - 01:50 PM,MWF,"Reed, D",,Spring,2018,afternoon,50.0
CS 151,Mathematical Foundations of Computing,34014.0,LEC,02:00 PM - 02:50 PM,MWF,"Bello-Lander, G",,Spring,2018,afternoon,50.0
CS 151,Mathematical Foundations of Computing,40572.0,LEC,03:00 PM - 03:50 PM,MWF,"Bello-Lander, G",,Spring,2018,afternoon,50.0
CS 201,Data Structures and Discrete Mathematics I,17418.0,LCD,12:00 PM - 12:50 PM,F,"Lillis, J",,Spring,2018,afternoon,50.0
CS 201,Data Structures and Discrete Mathematics I,,LCD,12:30 PM - 01:45 PM,TR,,,Spring,2018,afternoon,75.0
CS 211,Programming Practicum,34456.0,LCD,10:00 AM - 10:50 AM,F,"Troy, P",,Spring,2018,morning,50.0
CS 251,Data Structures,34460.0,LCD,11:00 AM - 11:50 AM,MWF,"Lillis, J",,Spring,2018,morning,50.0
CS 251,Data Structures,40573.0,LCD,09:00 AM - 09:50 AM,MWF,"Lillis, J",,Spring,2018,morning,50.0
CS 261,Machine Organization,34463.0,LCD,12:30 PM - 01:45 PM,TR,"Theys, M",,Spring,2018,afternoon,75.0
CS 301,Languages and Automata,17422.0,LEC,04:00 PM - 05:15 PM,MW,"Checkoway, S",,Spring,2018,afternoon,75.0
CS 301,Languages and Automata,40574.0,LEC,12:00 PM - 12:50 PM,MWF,"Bello-Lander, G",,Spring,2018,afternoon,50.0
CS 341,Programming Language Design and Implementation,34723.0,LCD,04:00 PM - 04:50 PM,MWF,"Hummel, J",,Spring,2018,afternoon,50.0
CS 342,Software Design,35976.0,LCD,03:30 PM - 04:45 PM,TR,"Bell, J",,Spring,2018,afternoon,75.0
CS 361,Systems Programming,36306.0,LCD,02:00 PM - 03:15 PM,TR,"Taylor, C",,Spring,2018,afternoon,75.0
CS 362,Computer Design,36309.0,LCD,11:00 AM - 12:15 PM,TR,"Theys, M",,Spring,2018,morning,75.0
CS 377,Communication and Ethical Issues in Computing,36312.0,LCD,09:00 AM - 09:50 AM,MW,"Burton, E",,Spring,2018,morning,50.0
CS 377,Communication and Ethical Issues in Computing,38111.0,LCD,12:00 PM - 12:50 PM,MW,"Burton, E",,Spring,2018,afternoon,50.0
CS 377,Communication and Ethical Issues in Computing,39374.0,LCD,01:00 PM - 01:50 PM,MW,"Burton, E",,Spring,2018,afternoon,50.0
CS 377,Communication and Ethical Issues in Computing,40663.0,LCD,02:00 PM - 02:50 PM,MW,"Burton, E",,Spring,2018,afternoon,50.0
CS 401,Computer Algorithms I,17454.0,LCD,11:00 AM - 11:50 AM,MWF,"Turan, G",,Spring,2018,morning,50.0
CS 401,Computer Algorithms I,20665.0,LCD,11:00 AM - 11:50 AM,MWF,"Turan, G",,Spring,2018,morning,50.0
CS 401,Computer Algorithms I,41266.0,LCD,12:00 PM - 12:50 PM,MWF,"Kshemkalyani, A",,Spring,2018,afternoon,50.0
CS 401,Computer Algorithms I,41267.0,LCD,12:00 PM - 12:50 PM,MWF,"Kshemkalyani, A",,Spring,2018,afternoon,50.0
CS 401,Computer Algorithms I,17455.0,LCD,12:30 PM - 01:45 PM,TR,"DasGupta, B",,Spring,2018,afternoon,75.0
CS 401,Computer Algorithms I,20667.0,LCD,12:30 PM - 01:45 PM,TR,"DasGupta, B",,Spring,2018,afternoon,75.0
CS 411,Artificial Intelligence I,38549.0,LCD,04:00 PM - 05:15 PM,MW,"Ziebart, B",,Spring,2018,afternoon,75.0
CS 411,Artificial Intelligence I,38550.0,LCD,04:00 PM - 05:15 PM,MW,"Ziebart, B",,Spring,2018,afternoon,75.0
CS 412,Introduction to Machine Learning,38114.0,LCD,02:00 PM - 03:15 PM,TR,"Zheleva, E",,Spring,2018,afternoon,75.0
CS 412,Introduction to Machine Learning,38115.0,LCD,02:00 PM - 03:15 PM,TR,"Zheleva, E",,Spring,2018,afternoon,75.0
CS 418,Introduction to Data Science,41110.0,LEC,01:00 PM - 03:30 PM,F,"Cruz, I",,Spring,2018,afternoon,150.0
CS 418,Introduction to Data Science,41111.0,LEC,01:00 PM - 03:30 PM,F,"Cruz, I",,Spring,2018,afternoon,150.0
CS 421,Natural Language Processing,28653.0,LEC,09:30 AM - 10:45 AM,TR,"Di Eugenio, B",,Spring,2018,morning,75.0
CS 421,Natural Language Processing,28654.0,LEC,09:30 AM - 10:45 AM,TR,"Di Eugenio, B",,Spring,2018,morning,75.0
CS 422,User Interface Design and Programming,19650.0,LCD,02:00 PM - 03:15 PM,TR,"Chattopadhyay, D",,Spring,2018,afternoon,75.0
CS 422,User Interface Design and Programming,20669.0,LCD,02:00 PM - 03:15 PM,TR,"Chattopadhyay, D",,Spring,2018,afternoon,75.0
CS 424,Visualization and Visual Analytics,40669.0,LCD,03:30 PM - 04:45 PM,TR,"Johnson, A",,Spring,2018,afternoon,75.0
CS 424,Visualization and Visual Analytics,40670.0,LCD,03:30 PM - 04:45 PM,TR,"Johnson, A",,Spring,2018,afternoon,75.0
CS 426,Video Game Design and Development,27145.0,LCD,04:00 PM - 06:30 PM,W,"Marai, G",,Spring,2018,afternoon,150.0
CS 426,Video Game Design and Development,27146.0,LCD,04:00 PM - 06:30 PM,W,"Marai, G",,Spring,2018,afternoon,150.0
CS 440,Software Engineering I,29904.0,LCD,12:00 PM - 12:50 PM,MWF,"Bell, J",,Spring,2018,afternoon,50.0
CS 440,Software Engineering I,29905.0,LCD,12:00 PM - 12:50 PM,MWF,"Bell, J",,Spring,2018,afternoon,50.0
CS 442,Software Engineering II,33785.0,LEC,10:00 AM - 10:50 AM,MWF,"Bell, J",,Spring,2018,morning,50.0
CS 442,Software Engineering II,33786.0,LEC,10:00 AM - 10:50 AM,MWF,"Bell, J",,Spring,2018,morning,50.0
CS 450,Introduction to Networking,17432.0,LEC,05:00 PM - 06:15 PM,TR,"Kanich, C",,Spring,2018,evening,75.0
CS 450,Introduction to Networking,19163.0,LEC,05:00 PM - 06:15 PM,TR,"Kanich, C",,Spring,2018,evening,75.0
CS 466,Advanced Computer Architecture,26694.0,LCD,09:30 AM - 10:45 AM,TR,"Zhu, Z",,Spring,2018,morning,75.0
CS 466,Advanced Computer Architecture,26695.0,LCD,09:30 AM - 10:45 AM,TR,"Zhu, Z",,Spring,2018,morning,75.0
CS 469,Hardware Description Language Modeling and Datapath Design,17434.0,LEC,02:00 PM - 03:15 PM,T,"Rao, W",,Spring,2018,afternoon,75.0
CS 469,Hardware Description Language Modeling and Datapath Design,19165.0,LEC,02:00 PM - 03:15 PM,T,"Rao, W",,Spring,2018,afternoon,75.0
CS 473,Compiler Design,39849.0,LCD,12:30 PM - 01:45 PM,TR,"Venkatesan Natarajan, V",,Spring,2018,afternoon,75.0
CS 473,Compiler Design,39850.0,LCD,12:30 PM - 01:45 PM,TR,"Venkatesan Natarajan, V",,Spring,2018,afternoon,75.0
CS 474,Object-Oriented Languages and Environments,38616.0,LCD,02:00 PM - 03:15 PM,TR,"Buy, U",,Spring,2018,afternoon,75.0
CS 474,Object-Oriented Languages and Environments,38617.0,LCD,02:00 PM - 03:15 PM,TR,"Buy, U",,Spring,2018,afternoon,75.0
CS 478,Software Development for Mobile Platforms,37633.0,LCD,03:30 PM - 04:45 PM,TR,"Buy, U",,Spring,2018,afternoon,75.0
CS 478,Software Development for Mobile Platforms,37634.0,LCD,03:30 PM - 04:45 PM,TR,"Buy, U",,Spring,2018,afternoon,75.0
CS 480,Database Systems,17438.0,LCD,03:30 PM - 04:45 PM,TR,"Sistla, A",,Spring,2018,afternoon,75.0
CS 480,Database Systems,19171.0,LCD,03:30 PM - 04:45 PM,TR,"Sistla, A",,Spring,2018,afternoon,75.0
CS 485,Networked Operating Systems Programming,41112.0,LCD,06:30 PM - 07:45 PM,MW,"Solworth, J",,Spring,2018,evening,75.0
CS 485,Networked Operating Systems Programming,41121.0,LCD,06:30 PM - 07:45 PM,MW,"Solworth, J",,Spring,2018,evening,75.0
CS 489,Human Augmentics,38327.0,LCD,12:30 PM - 01:45 PM,TR,"Kenyon, R",,Spring,2018,afternoon,75.0
CS 489,Human Augmentics,38328.0,LCD,12:30 PM - 01:45 PM,TR,"Kenyon, R",,Spring,2018,afternoon,75.0
CS 491,Seminar,38500.0,LCD,ARRANGED,,"Kenyon, R",,Spring,2018,unknown,
CS 491,Seminar,41204.0,LCD,02:00 PM - 04:50 PM,T,"Hummel, J; Esmailbeigi, H",,Spring,2018,afternoon,170.0
CS 491,Seminar,41113.0,LCD,02:00 PM - 03:15 PM,TR,"Venkatesan Natarajan, V",,Spring,2018,afternoon,75.0
CS 491,Seminar,41122.0,LCD,02:00 PM - 03:15 PM,TR,"Venkatesan Natarajan, V",,Spring,2018,afternoon,75.0
CS 499,Professional Development Seminar,30640.0,LCD,ARRANGED,,"Hummel, J",,Spring,2018,unknown,
CS 501,Computer Algorithms II,33788.0,LCD,09:00 AM - 09:50 AM,MWF,"Turan, G",,Spring,2018,morning,50.0
CS 506,An Introduction to Quantum Computing,41115.0,LEC,03:30 PM - 04:45 PM,TR,"DasGupta, B",,Spring,2018,afternoon,75.0
CS 511,Artificial Intelligence II,17442.0,LCD,11:00 AM - 11:50 AM,MWF,"Gmytrasiewicz, P",,Spring,2018,morning,50.0
CS 514,Applied Artificial Intelligence,38618.0,LCD,10:00 AM - 10:50 AM,MWF,"Gmytrasiewicz, P",,Spring,2018,morning,50.0
CS 540,Advanced Topics in Software Engineering,37332.0,LCD,12:30 PM - 01:45 PM,TR,"Grechanik, M",,Spring,2018,afternoon,75.0
CS 553,Distributed Computing Systems,31243.0,LCD,11:00 AM - 11:50 AM,MWF,"Kshemkalyani, A",,Spring,2018,morning,50.0
CS 566,Parallel Processing,33563.0,LCD,06:30 PM - 07:45 PM,TR,"Dutt, S",,Spring,2018,evening,75.0
CS 569,High-Performance Processors and Systems,27021.0,LCD,11:00 AM - 12:15 PM,TR,"Zhu, Z",,Spring,2018,morning,75.0
CS 581,Database Management Systems,28655.0,LCD,02:00 PM - 03:15 PM,MW,"Wolfson, O",,Spring,2018,afternoon,75.0
CS 583,Data Mining and Text Mining,25479.0,LCD,12:30 PM - 01:45 PM,TR,"Liu, B",,Spring,2018,afternoon,75.0
CS 583,Data Mining and Text Mining,39840.0,LCD,03:30 PM - 04:45 PM,TR,"Liu, B",,Spring,2018,afternoon,75.0
CS 588,Security and Privacy in Networked and Distributed Systems,38552.0,LCD,03:30 PM - 04:45 PM,MW,"Solworth, J",,Spring,2018,afternoon,75.0
CS 590,Research Methods in Computer Science,34836.0,LCD,12:30 PM - 01:45 PM,TR,"Di Eugenio, B",,Spring,2018,afternoon,75.0
CS 594,Special Topics,33649.0,LCD,02:00 PM - 03:15 PM,TR,"Sistla, A; Zefran, M",,Spring,2018,afternoon,75.0
CS 594,Special Topics,33792.0,LCD,03:30 PM - 04:45 PM,TR,"Vamanan, B",,Spring,2018,afternoon,75.0
CS 594,Special Topics,34724.0,LCD,04:00 PM - 05:15 PM,MW,"Sidiropoulos, A",,Spring,2018,afternoon,75.0
CS 594,Special Topics,33648.0,LCD,05:00 PM - 06:15 PM,MW,"Polakis, J",,Spring,2018,evening,75.0
CS 594,Special Topics,38551.0,LCD,05:00 PM - 06:15 PM,TR,"Zhang, X",,Spring,2018,evening,75.0
CS 594,Special Topics,41289.0,LCD,06:30 PM - 09:00 PM,R,"Petrov, P",,Spring,2018,evening,150.0
CS 107,Introduction to Computing and Programming,10634.0,LEC,08:00 AM - 09:15 AM,TR,"Reckinger, S",,Fall,2018,morning,75.0
CS 109,C/C ++ Programming for Engineers with MatLab,36425.0,LCD,10:00 AM - 10:50 AM,MW,"Reckinger, S",,Fall,2018,morning,50.0
CS 110,MATLAB Programming for Engineers,41425.0,LCD,10:00 AM - 10:50 AM,MW,"Reckinger, S",,Fall,2018,morning,50.0
CS 111,Program Design I,34656.0,LCD,03:00 PM - 03:50 PM,MWF,"Hayes, D",,Fall,2018,afternoon,50.0
CS 111,Program Design I,40304.0,LCD,12:30 PM - 01:45 PM,TR,"Sloan, R",,Fall,2018,afternoon,75.0
CS 111,Program Design I,40307.0,LCD,12:30 PM - 01:45 PM,TR,"Berger-Wolf, T; Poretsky, R",,Fall,2018,afternoon,75.0
CS 141,Program Design II,34657.0,LCD,10:00 AM - 10:50 AM,MWF,"Reed, D",,Fall,2018,morning,50.0
CS 141,Program Design II,42032.0,LCD,03:00 PM - 03:50 PM,MWF,"Reed, D",,Fall,2018,afternoon,50.0
CS 141,Program Design II,42636.0,LCD,01:00 PM - 01:50 PM,MWF,"Reed, D",,Fall,2018,afternoon,50.0
CS 151,Mathematical Foundations of Computing,34858.0,LEC,11:00 AM - 11:50 AM,MWF,"Bello Lander, G",,Fall,2018,morning,50.0
CS 151,Mathematical Foundations of Computing,40974.0,LEC,02:00 PM - 02:50 PM,MWF,"Bello Lander, G",,Fall,2018,afternoon,50.0
CS 151,Mathematical Foundations of Computing,42500.0,LEC,04:00 PM - 04:50 PM,MWF,"Bello Lander, G",,Fall,2018,afternoon,50.0
CS 211,Programming Practicum,34861.0,LCD,10:00 AM - 10:50 AM,F,"Troy, P; Mobasheri, N",,Fall,2018,morning,50.0
CS 251,Data Structures,36203.0,LCD,12:00 PM - 12:50 PM,MWF,"Troy, P",,Fall,2018,afternoon,50.0
CS 251,Data Structures,40507.0,LCD,02:00 PM - 03:15 PM,TR,"Lillis, J",,Fall,2018,afternoon,75.0
CS 251,Data Structures,42499.0,LCD,03:30 PM - 04:45 PM,TR,"Lillis, J",,Fall,2018,afternoon,75.0
CS 261,Machine Organization,36391.0,LCD,09:30 AM - 10:45 AM,TR,"Theys, M",,Fall,2018,morning,75.0
CS 261,Machine Organization,42498.0,LCD,12:30 PM - 01:45 PM,TR,"Theys, M",,Fall,2018,afternoon,75.0
CS 301,Languages and Automata,10647.0,LEC,12:00 PM - 12:50 PM,MWF,"McCarty, E",,Fall,2018,afternoon,50.0
CS 301,Languages and Automata,42220.0,LEC,02:00 PM - 02:50 PM,MWF,"McCarty, E",,Fall,2018,afternoon,50.0
CS 341,Programming Language Design and Implementation,36202.0,LCD,01:00 PM - 01:50 PM,MWF,"Hummel, J",,Fall,2018,afternoon,50.0
